"run_id","workspace_id","parameters","metric_name","metric_value"
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","embeddings_persisted",3
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","faq_candidate_messages",261
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","llm_publish_false",0
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","llm_rejected",0
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_generation_confidence",0
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_insufficient_answer_evidence",0
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_insufficient_question_evidence",0
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_invalid_canonical_answer",0
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_invalid_canonical_question",0
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_low_cohesion",1
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_low_support",0
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_mixed_intent",1
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","silhouette_score",0.149
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","since_days",90
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","validator_rejected",0
"39348cc2-ff3f-4d19-b203-23b8215f9d7f",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 90, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","workspaces_processed",1
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","accepted_candidates",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","accepted_high_confidence_candidates",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","accepted_needs_review_candidates",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","average_cluster_size",0.0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","candidates_generated",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","clusters_detected_before_quality_gates",3
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","clusters_rejected",3
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","clusters_valid",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","conversations_analyzed",6806
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","duplicates_omitted",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","embeddings_persisted",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","faq_candidate_messages",715
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","llm_publish_false",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","llm_rejected",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_generation_confidence",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_insufficient_answer_evidence",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_insufficient_question_evidence",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_invalid_canonical_answer",0
"ab84409a-b3ae-4eeb-bfd4-b1330856f97e",126,"{""limit"": 15000, ""agent_id"": null, ""llm_model"": ""Qwen/Qwen2.5-0.5B-Instruct"", ""since_days"": 365, ""cluster_eps"": 0.34, ""llm_enabled"": true, ""workspace_id"": 126, ""skip_existing"": true, ""embedding_model"": ""sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2"", ""min_cluster_size"": 3, ""embedding_backend"": ""sentence-transformers"", ""duplicate_threshold"": 0.78, ""min_cluster_support"": 0.58, ""min_cluster_cohesion"": 0.6, ""min_generation_confidence"": 0.5}","rejected_invalid_canonical_question",2
